Added ON,Added By,COMPLAINT GROUPING,PRODUCT,KEY
31-Dec-2022,service.almsind2@gmail.com,Start-up : impossible,MONNAL T60,MONNAL T60|Start-up : impossible
31-Dec-2022,service.almsind2@gmail.com,Start-up : unwanted,MONNAL T60,MONNAL T60|Start-up : unwanted
31-Dec-2022,service.almsind2@gmail.com,Unavailable option,MONNAL T60,MONNAL T60|Unavailable option
31-Dec-2022,service.almsind2@gmail.com,Universal support : fixation,MONNAL T60,MONNAL T60|Universal support : fixation
31-Dec-2022,service.almsind2@gmail.com,Ventilation degraded,MONNAL T60,MONNAL T60|Ventilation degraded
31-Dec-2022,service.almsind2@gmail.com,Ventilation shutdown without alarm,MONNAL T60,MONNAL T60|Ventilation shutdown without alarm
31-Dec-2022,service.almsind2@gmail.com,Wrong information,MONNAL T60,MONNAL T60|Wrong information
31-Dec-2022,service.almsind2@gmail.com,Leaks,MONNAL T75,MONNAL T75|Leaks
31-Dec-2022,service.almsind2@gmail.com,Accessory: integration,MONNAL T75,MONNAL T75|Accessory: integration
31-Dec-2022,service.almsind2@gmail.com,"Alarm ""default valve expi offset""",MONNAL T75,"MONNAL T75|Alarm ""default valve expi offset"""
31-Dec-2022,service.almsind2@gmail.com,Alarm 001,MONNAL T75,MONNAL T75|Alarm 001
31-Dec-2022,service.almsind2@gmail.com,Alarm 002,MONNAL T75,MONNAL T75|Alarm 002
31-Dec-2022,service.almsind2@gmail.com,Alarm 003,MONNAL T75,MONNAL T75|Alarm 003
31-Dec-2022,service.almsind2@gmail.com,Alarm 004,MONNAL T75,MONNAL T75|Alarm 004
31-Dec-2022,service.almsind2@gmail.com,Alarm 005,MONNAL T75,MONNAL T75|Alarm 005
31-Dec-2022,service.almsind2@gmail.com,Alarm 006,MONNAL T75,MONNAL T75|Alarm 006
31-Dec-2022,service.almsind2@gmail.com,Alarm 007,MONNAL T75,MONNAL T75|Alarm 007
31-Dec-2022,service.almsind2@gmail.com,Alarm 008,MONNAL T75,MONNAL T75|Alarm 008
31-Dec-2022,service.almsind2@gmail.com,Alarm 009,MONNAL T75,MONNAL T75|Alarm 009
31-Dec-2022,service.almsind2@gmail.com,Alarm 010,MONNAL T75,MONNAL T75|Alarm 010
31-Dec-2022,service.almsind2@gmail.com,Alarm 011,MONNAL T75,MONNAL T75|Alarm 011
31-Dec-2022,service.almsind2@gmail.com,Alarm 012,MONNAL T75,MONNAL T75|Alarm 012
31-Dec-2022,service.almsind2@gmail.com,Alarm 013,MONNAL T75,MONNAL T75|Alarm 013
31-Dec-2022,service.almsind2@gmail.com,Alarm 014,MONNAL T75,MONNAL T75|Alarm 014
31-Dec-2022,service.almsind2@gmail.com,Alarm 015,MONNAL T75,MONNAL T75|Alarm 015
31-Dec-2022,service.almsind2@gmail.com,Alarm 016,MONNAL T75,MONNAL T75|Alarm 016
31-Dec-2022,service.almsind2@gmail.com,Alarm 017,MONNAL T75,MONNAL T75|Alarm 017
31-Dec-2022,service.almsind2@gmail.com,Alarm 018,MONNAL T75,MONNAL T75|Alarm 018
31-Dec-2022,service.almsind2@gmail.com,Alarm 019,MONNAL T75,MONNAL T75|Alarm 019
31-Dec-2022,service.almsind2@gmail.com,Alarm 020,MONNAL T75,MONNAL T75|Alarm 020
31-Dec-2022,service.almsind2@gmail.com,Alarm 021,MONNAL T75,MONNAL T75|Alarm 021
31-Dec-2022,service.almsind2@gmail.com,Alarm 022,MONNAL T75,MONNAL T75|Alarm 022
31-Dec-2022,service.almsind2@gmail.com,Alarm 023,MONNAL T75,MONNAL T75|Alarm 023
31-Dec-2022,service.almsind2@gmail.com,Alarm 024,MONNAL T75,MONNAL T75|Alarm 024
31-Dec-2022,service.almsind2@gmail.com,Alarm 025,MONNAL T75,MONNAL T75|Alarm 025
31-Dec-2022,service.almsind2@gmail.com,Alarm 026,MONNAL T75,MONNAL T75|Alarm 026
31-Dec-2022,service.almsind2@gmail.com,Alarm 027,MONNAL T75,MONNAL T75|Alarm 027
31-Dec-2022,service.almsind2@gmail.com,Alarm 028,MONNAL T75,MONNAL T75|Alarm 028
31-Dec-2022,service.almsind2@gmail.com,Alarm 029,MONNAL T75,MONNAL T75|Alarm 029
31-Dec-2022,service.almsind2@gmail.com,Alarm 030,MONNAL T75,MONNAL T75|Alarm 030
31-Dec-2022,service.almsind2@gmail.com,Alarm 031,MONNAL T75,MONNAL T75|Alarm 031
31-Dec-2022,service.almsind2@gmail.com,Alarm 032,MONNAL T75,MONNAL T75|Alarm 032
31-Dec-2022,service.almsind2@gmail.com,Alarm 033,MONNAL T75,MONNAL T75|Alarm 033
31-Dec-2022,service.almsind2@gmail.com,Alarm 034,MONNAL T75,MONNAL T75|Alarm 034
31-Dec-2022,service.almsind2@gmail.com,Alarm 035,MONNAL T75,MONNAL T75|Alarm 035
31-Dec-2022,service.almsind2@gmail.com,Alarm 036,MONNAL T75,MONNAL T75|Alarm 036
31-Dec-2022,service.almsind2@gmail.com,Alarm 037,MONNAL T75,MONNAL T75|Alarm 037
31-Dec-2022,service.almsind2@gmail.com,Alarm 038,MONNAL T75,MONNAL T75|Alarm 038
31-Dec-2022,service.almsind2@gmail.com,Alarm 039,MONNAL T75,MONNAL T75|Alarm 039
31-Dec-2022,service.almsind2@gmail.com,Alarm 040,MONNAL T75,MONNAL T75|Alarm 040
31-Dec-2022,service.almsind2@gmail.com,Alarm 041,MONNAL T75,MONNAL T75|Alarm 041
31-Dec-2022,service.almsind2@gmail.com,Alarm 042,MONNAL T75,MONNAL T75|Alarm 042
31-Dec-2022,service.almsind2@gmail.com,Alarm 043,MONNAL T75,MONNAL T75|Alarm 043
31-Dec-2022,service.almsind2@gmail.com,Alarm 044,MONNAL T75,MONNAL T75|Alarm 044
31-Dec-2022,service.almsind2@gmail.com,Alarm 045,MONNAL T75,MONNAL T75|Alarm 045
31-Dec-2022,service.almsind2@gmail.com,Alarm 046,MONNAL T75,MONNAL T75|Alarm 046
31-Dec-2022,service.almsind2@gmail.com,Alarm 047,MONNAL T75,MONNAL T75|Alarm 047
31-Dec-2022,service.almsind2@gmail.com,Alarm 048,MONNAL T75,MONNAL T75|Alarm 048
31-Dec-2022,service.almsind2@gmail.com,Alarm 049,MONNAL T75,MONNAL T75|Alarm 049
31-Dec-2022,service.almsind2@gmail.com,Alarm 050,MONNAL T75,MONNAL T75|Alarm 050
31-Dec-2022,service.almsind2@gmail.com,Alarm 051,MONNAL T75,MONNAL T75|Alarm 051
31-Dec-2022,service.almsind2@gmail.com,Alarm 052,MONNAL T75,MONNAL T75|Alarm 052
31-Dec-2022,service.almsind2@gmail.com,Alarm 053,MONNAL T75,MONNAL T75|Alarm 053
31-Dec-2022,service.almsind2@gmail.com,Alarm 054,MONNAL T75,MONNAL T75|Alarm 054
31-Dec-2022,service.almsind2@gmail.com,Alarm 055,MONNAL T75,MONNAL T75|Alarm 055
31-Dec-2022,service.almsind2@gmail.com,Alarm 056,MONNAL T75,MONNAL T75|Alarm 056
31-Dec-2022,service.almsind2@gmail.com,Alarm 057,MONNAL T75,MONNAL T75|Alarm 057
31-Dec-2022,service.almsind2@gmail.com,Alarm 058,MONNAL T75,MONNAL T75|Alarm 058
31-Dec-2022,service.almsind2@gmail.com,Alarm 059,MONNAL T75,MONNAL T75|Alarm 059
31-Dec-2022,service.almsind2@gmail.com,Alarm 060,MONNAL T75,MONNAL T75|Alarm 060
31-Dec-2022,service.almsind2@gmail.com,Alarm 061,MONNAL T75,MONNAL T75|Alarm 061
31-Dec-2022,service.almsind2@gmail.com,Alarm 062,MONNAL T75,MONNAL T75|Alarm 062
31-Dec-2022,service.almsind2@gmail.com,Alarm 063,MONNAL T75,MONNAL T75|Alarm 063
31-Dec-2022,service.almsind2@gmail.com,Alarm 064,MONNAL T75,MONNAL T75|Alarm 064
31-Dec-2022,service.almsind2@gmail.com,Alarm 065,MONNAL T75,MONNAL T75|Alarm 065
31-Dec-2022,service.almsind2@gmail.com,Alarm 066,MONNAL T75,MONNAL T75|Alarm 066
31-Dec-2022,service.almsind2@gmail.com,Alarm 067,MONNAL T75,MONNAL T75|Alarm 067
31-Dec-2022,service.almsind2@gmail.com,Alarm 068,MONNAL T75,MONNAL T75|Alarm 068
31-Dec-2022,service.almsind2@gmail.com,Alarm 069,MONNAL T75,MONNAL T75|Alarm 069
31-Dec-2022,service.almsind2@gmail.com,Alarm 070,MONNAL T75,MONNAL T75|Alarm 070
31-Dec-2022,service.almsind2@gmail.com,Alarm 071,MONNAL T75,MONNAL T75|Alarm 071
31-Dec-2022,service.almsind2@gmail.com,Alarm 072,MONNAL T75,MONNAL T75|Alarm 072
31-Dec-2022,service.almsind2@gmail.com,Alarm 073,MONNAL T75,MONNAL T75|Alarm 073
31-Dec-2022,service.almsind2@gmail.com,Alarm 074,MONNAL T75,MONNAL T75|Alarm 074
31-Dec-2022,service.almsind2@gmail.com,Alarm 075,MONNAL T75,MONNAL T75|Alarm 075
31-Dec-2022,service.almsind2@gmail.com,Alarm 076,MONNAL T75,MONNAL T75|Alarm 076
31-Dec-2022,service.almsind2@gmail.com,Alarm 077,MONNAL T75,MONNAL T75|Alarm 077
31-Dec-2022,service.almsind2@gmail.com,Alarm 078,MONNAL T75,MONNAL T75|Alarm 078
31-Dec-2022,service.almsind2@gmail.com,Alarm 079,MONNAL T75,MONNAL T75|Alarm 079
31-Dec-2022,service.almsind2@gmail.com,Alarm 080,MONNAL T75,MONNAL T75|Alarm 080
31-Dec-2022,service.almsind2@gmail.com,Alarm 081,MONNAL T75,MONNAL T75|Alarm 081
31-Dec-2022,service.almsind2@gmail.com,Alarm 082,MONNAL T75,MONNAL T75|Alarm 082
31-Dec-2022,service.almsind2@gmail.com,Alarm 083,MONNAL T75,MONNAL T75|Alarm 083
31-Dec-2022,service.almsind2@gmail.com,Alarm 084,MONNAL T75,MONNAL T75|Alarm 084
31-Dec-2022,service.almsind2@gmail.com,Alarm 085,MONNAL T75,MONNAL T75|Alarm 085
31-Dec-2022,service.almsind2@gmail.com,Alarm 086,MONNAL T75,MONNAL T75|Alarm 086
31-Dec-2022,service.almsind2@gmail.com,Alarm 087,MONNAL T75,MONNAL T75|Alarm 087
31-Dec-2022,service.almsind2@gmail.com,Alarm 088,MONNAL T75,MONNAL T75|Alarm 088
31-Dec-2022,service.almsind2@gmail.com,Alarm 089,MONNAL T75,MONNAL T75|Alarm 089
31-Dec-2022,service.almsind2@gmail.com,Alarm 090,MONNAL T75,MONNAL T75|Alarm 090
31-Dec-2022,service.almsind2@gmail.com,Alarm 091,MONNAL T75,MONNAL T75|Alarm 091
31-Dec-2022,service.almsind2@gmail.com,Alarm 092,MONNAL T75,MONNAL T75|Alarm 092
31-Dec-2022,service.almsind2@gmail.com,Alarm 093,MONNAL T75,MONNAL T75|Alarm 093
31-Dec-2022,service.almsind2@gmail.com,Alarm 094,MONNAL T75,MONNAL T75|Alarm 094
31-Dec-2022,service.almsind2@gmail.com,Alarm 095,MONNAL T75,MONNAL T75|Alarm 095
31-Dec-2022,service.almsind2@gmail.com,Alarm 096,MONNAL T75,MONNAL T75|Alarm 096
31-Dec-2022,service.almsind2@gmail.com,Alarm 097,MONNAL T75,MONNAL T75|Alarm 097
31-Dec-2022,service.almsind2@gmail.com,Alarm 098,MONNAL T75,MONNAL T75|Alarm 098
31-Dec-2022,service.almsind2@gmail.com,Alarm 099,MONNAL T75,MONNAL T75|Alarm 099
31-Dec-2022,service.almsind2@gmail.com,Alarm 100,MONNAL T75,MONNAL T75|Alarm 100
31-Dec-2022,service.almsind2@gmail.com,Alarm 101,MONNAL T75,MONNAL T75|Alarm 101
31-Dec-2022,service.almsind2@gmail.com,Alarm 102,MONNAL T75,MONNAL T75|Alarm 102
31-Dec-2022,service.almsind2@gmail.com,Alarm 103,MONNAL T75,MONNAL T75|Alarm 103
31-Dec-2022,service.almsind2@gmail.com,Alarm 104,MONNAL T75,MONNAL T75|Alarm 104
31-Dec-2022,service.almsind2@gmail.com,Alarm 105,MONNAL T75,MONNAL T75|Alarm 105
31-Dec-2022,service.almsind2@gmail.com,Alarm 106,MONNAL T75,MONNAL T75|Alarm 106
31-Dec-2022,service.almsind2@gmail.com,Alarm 107,MONNAL T75,MONNAL T75|Alarm 107
31-Dec-2022,service.almsind2@gmail.com,Alarm 108,MONNAL T75,MONNAL T75|Alarm 108
31-Dec-2022,service.almsind2@gmail.com,Alarm 109,MONNAL T75,MONNAL T75|Alarm 109
31-Dec-2022,service.almsind2@gmail.com,Alarm 110,MONNAL T75,MONNAL T75|Alarm 110
31-Dec-2022,service.almsind2@gmail.com,Alarm 111,MONNAL T75,MONNAL T75|Alarm 111
31-Dec-2022,service.almsind2@gmail.com,Alarm 112,MONNAL T75,MONNAL T75|Alarm 112
31-Dec-2022,service.almsind2@gmail.com,Alarm 113,MONNAL T75,MONNAL T75|Alarm 113
31-Dec-2022,service.almsind2@gmail.com,Alarm 114,MONNAL T75,MONNAL T75|Alarm 114
31-Dec-2022,service.almsind2@gmail.com,Alarm 115,MONNAL T75,MONNAL T75|Alarm 115
31-Dec-2022,service.almsind2@gmail.com,Alarm 116,MONNAL T75,MONNAL T75|Alarm 116
31-Dec-2022,service.almsind2@gmail.com,Alarm 117,MONNAL T75,MONNAL T75|Alarm 117
31-Dec-2022,service.almsind2@gmail.com,Alarm 118,MONNAL T75,MONNAL T75|Alarm 118
31-Dec-2022,service.almsind2@gmail.com,Alarm 119,MONNAL T75,MONNAL T75|Alarm 119
31-Dec-2022,service.almsind2@gmail.com,Alarm 120,MONNAL T75,MONNAL T75|Alarm 120
31-Dec-2022,service.almsind2@gmail.com,Alarm 121,MONNAL T75,MONNAL T75|Alarm 121
31-Dec-2022,service.almsind2@gmail.com,Alarm 122,MONNAL T75,MONNAL T75|Alarm 122
31-Dec-2022,service.almsind2@gmail.com,Alarm 123,MONNAL T75,MONNAL T75|Alarm 123
31-Dec-2022,service.almsind2@gmail.com,Alarm 124,MONNAL T75,MONNAL T75|Alarm 124
31-Dec-2022,service.almsind2@gmail.com,Alarm 125,MONNAL T75,MONNAL T75|Alarm 125
31-Dec-2022,service.almsind2@gmail.com,Alarm 126,MONNAL T75,MONNAL T75|Alarm 126
31-Dec-2022,service.almsind2@gmail.com,Alarm 127,MONNAL T75,MONNAL T75|Alarm 127
31-Dec-2022,service.almsind2@gmail.com,Alarm 128,MONNAL T75,MONNAL T75|Alarm 128
31-Dec-2022,service.almsind2@gmail.com,Alarm 129,MONNAL T75,MONNAL T75|Alarm 129
31-Dec-2022,service.almsind2@gmail.com,Alarm 130,MONNAL T75,MONNAL T75|Alarm 130
31-Dec-2022,service.almsind2@gmail.com,Alarm 131,MONNAL T75,MONNAL T75|Alarm 131
31-Dec-2022,service.almsind2@gmail.com,Alarm 132,MONNAL T75,MONNAL T75|Alarm 132
31-Dec-2022,service.almsind2@gmail.com,Alarm 133,MONNAL T75,MONNAL T75|Alarm 133
31-Dec-2022,service.almsind2@gmail.com,Alarm 134,MONNAL T75,MONNAL T75|Alarm 134
31-Dec-2022,service.almsind2@gmail.com,Alarm 135,MONNAL T75,MONNAL T75|Alarm 135
31-Dec-2022,service.almsind2@gmail.com,Alarm 136,MONNAL T75,MONNAL T75|Alarm 136
31-Dec-2022,service.almsind2@gmail.com,Alarm 137,MONNAL T75,MONNAL T75|Alarm 137
31-Dec-2022,service.almsind2@gmail.com,Alarm 138,MONNAL T75,MONNAL T75|Alarm 138
31-Dec-2022,service.almsind2@gmail.com,Alarm 139,MONNAL T75,MONNAL T75|Alarm 139
31-Dec-2022,service.almsind2@gmail.com,Alarm: Failure,MONNAL T75,MONNAL T75|Alarm: Failure
31-Dec-2022,service.almsind2@gmail.com,Automatic test failed,MONNAL T75,MONNAL T75|Automatic test failed
31-Dec-2022,service.almsind2@gmail.com,Battery: incorrect information,MONNAL T75,MONNAL T75|Battery: incorrect information
31-Dec-2022,service.almsind2@gmail.com,Battery: no charge,MONNAL T75,MONNAL T75|Battery: no charge
31-Dec-2022,service.almsind2@gmail.com,Battery: no detection,MONNAL T75,MONNAL T75|Battery: no detection
31-Dec-2022,service.almsind2@gmail.com,Battery: reduced autonomy,MONNAL T75,MONNAL T75|Battery: reduced autonomy
31-Dec-2022,service.almsind2@gmail.com,Breakage of items other than Mano / Tipi,MONNAL T75,MONNAL T75|Breakage of items other than Mano / Tipi
31-Dec-2022,service.almsind2@gmail.com,Button: Difficult / impossible maneuver,MONNAL T75,MONNAL T75|Button: Difficult / impossible maneuver
31-Dec-2022,service.almsind2@gmail.com,Calibration: impossible,MONNAL T75,MONNAL T75|Calibration: impossible
31-Dec-2022,service.almsind2@gmail.com,Cleanliness,MONNAL T75,MONNAL T75|Cleanliness
31-Dec-2022,service.almsind2@gmail.com,Configuration,MONNAL T75,MONNAL T75|Configuration
31-Dec-2022,service.almsind2@gmail.com,Connection: electric,MONNAL T75,MONNAL T75|Connection: electric
31-Dec-2022,service.almsind2@gmail.com,Connection: mechanical,MONNAL T75,MONNAL T75|Connection: mechanical
31-Dec-2022,service.almsind2@gmail.com,Connection: Pneumatic,MONNAL T75,MONNAL T75|Connection: Pneumatic
31-Dec-2022,service.almsind2@gmail.com,Customer feedback,MONNAL T75,MONNAL T75|Customer feedback
31-Dec-2022,service.almsind2@gmail.com,Defective component,MONNAL T75,MONNAL T75|Defective component
31-Dec-2022,service.almsind2@gmail.com,Degraded ventilation,MONNAL T75,MONNAL T75|Degraded ventilation
31-Dec-2022,service.almsind2@gmail.com,Dressing: aspect,MONNAL T75,MONNAL T75|Dressing: aspect
31-Dec-2022,service.almsind2@gmail.com,Dressing: cracks,MONNAL T75,MONNAL T75|Dressing: cracks
31-Dec-2022,service.almsind2@gmail.com,Dressing: Missing,MONNAL T75,MONNAL T75|Dressing: Missing
31-Dec-2022,service.almsind2@gmail.com,Eject part,MONNAL T75,MONNAL T75|Eject part
31-Dec-2022,service.almsind2@gmail.com,Expi valve: crack,MONNAL T75,MONNAL T75|Expi valve: crack
31-Dec-2022,service.almsind2@gmail.com,External device communication,MONNAL T75,MONNAL T75|External device communication
31-Dec-2022,service.almsind2@gmail.com,Fail to self-tests,MONNAL T75,MONNAL T75|Fail to self-tests
31-Dec-2022,service.almsind2@gmail.com,FiO2: monitoring,MONNAL T75,MONNAL T75|FiO2: monitoring
